show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
81132439,Movie,Travel Mates 2,Bedran Güzel,"Oğuzhan Koç, İbrahim Büyükak, Ezgi Eyüboğlu, Olgun Toker, Kadir Polatçi, Aycan Koptur, Bahar Şahin, Kıvanç Baran Arslan",Turkey,"September 20, 2019",2018,TV-14,111 min,"Comedies, International Movies","When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps."
81035117,Movie,True: Tricky Treat Day,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek McGrath",Canada,"September 20, 2019",2019,TV-Y,24 min,Children & Family Movies,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.
80244627,TV Show,Two Sentence Horror Stories,,"Nicole Kang, Jim Parrack, Tara Pacheco, Christopher Shyer, Kimberley Wong, Wai Ching Ho, Greta Quispe, Zaria Degenhardt, Uly Schlesinger, Kate Jennings Grant, Aleyse Shannon, Guillermo Arribas, Jaiden Smith, Pepper Binkley, Mikelle Wright-Matos, Melinda Mo",United States,"September 20, 2019",2019,TV-14,1 Season,"TV Horror, Teen TV Shows",This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.
80150502,Movie,Mad World,Chun Wong,"Shawn Yue, Eric Tsang, Elaine Jin, Charmaine Fong",Hong Kong,"September 20, 2018",2016,TV-MA,102 min,"Dramas, International Movies","A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface."
80189183,TV Show,Mobile Suit Gundam UC,,"Kouki Uchiyama, Ayumi Fujimura, Hiro Shimono, Haruka Tomatsu, Daisuke Namikawa, Megumi Toyoguchi, Yuhko Kaida, Shuichi Ikeda, Tetsuya Kakihara",Japan,"September 20, 2018",2014,TV-14,1 Season,"Anime Series, International TV Shows","When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence."
80997866,Movie,The Bund,,Chow Yun Fat,Hong Kong,"September 20, 2018",1983,TV-14,103 min,"Action & Adventure, Dramas, International Movies","After losing everything, a young man rebuilds his life and finds love in 1920s Shanghai – all while rising to power in an organized crime syndicate."
80119815,Movie,The First Line,"Coerte Voorhees, John Voorhees","Pantelis Kodogiannis, Kassandra Voyagis, Paul Freeman, Michael Byrne, Georges Corraface, Yorgo Voyagis, Giancarlo Giannini, Kelly Eleftheriou","United States, Greece, United Kingdom","September 20, 2016",2014,TV-14,87 min,"Dramas, Independent Movies",Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.
80993149,Movie,Maynard,Samuel D. Pollard,,United States,"September 2, 2018",2017,TV-PG,100 min,Documentaries,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city."
80224294,TV Show,Monkey Twins,,"Phakin Khamwilaisak, Sumret Muengput, Alisa Kunkwaeng, Zozeen Panyanut Jirarottanakasem, Akarat Nimitchai, Warawut Poyim, Vithaya Pansringarm, Phutharit Prombandal, Kazu Patrick Tang",Thailand,"September 2, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring."
80203776,Movie,Bitcoin Heist,Ham Tran,"Kate Nhung, Thanh Pham, Petey Majik Nguyen, Suboi, Jayvee Mai The Hiep, Lam Thanh My",Vietnam,"September 2, 2017",2016,TV-14,116 min,"Action & Adventure, Comedies, International Movies","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost."""
80143797,Movie,I Am Not Madame Bovary,Feng Xiaogang,"Fan Bingbing, Guo Tao, Da Peng, Zhang Jiayi, Yu Hewei, Yi Zhao, Zonghan Li, Zhao Lixin, Tian Xiaojie, Yin Yuanzhang, Enhe Feng, Xin Liu, Jiang Yongbo",China,"September 2, 2017",2016,TV-14,139 min,"Comedies, Dramas, International Movies","To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice."
80161931,Movie,Vincent N Roxxy,Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi",United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them."
80128096,TV Show,Chef's Table: France,,,,"September 2, 2016",2016,TV-14,1 Season,Docuseries,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.
80057610,TV Show,Kulipari: An Army of Frogs,,"Mark Hamill, Keith David, Wendie Malick, Josh Keaton, Mikey Kelley, Phil LaMarr, Laraine Newman, Jess Harnell, Charles Adler, Amy Margolis, Cree Summer, Lacey Chabert, Rolonda Watts, Kevin Michael Richardson, Candi Milo",United States,"September 2, 2016",2016,TV-Y7-FV,1 Season,Kids' TV,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians."
80017275,Movie,Miss Julie,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy","Norway, United Kingdom, France, Ireland","September 2, 2015",2014,PG-13,130 min,"Dramas, International Movies","On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook."
81107545,Movie,Kabir Singh,Sandeep Reddy Vanga,"Shahid Kapoor, Kiara Advani, Suresh Oberoi, Arjan Bajwa, Adil Hussain, Nikita Dutta, Kamini Kaushal, Anurag Arora",India,"September 19, 2019",2019,TV-MA,171 min,"Dramas, International Movies, Romantic Movies","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
70118953,Movie,Océans,"Jacques Perrin, Jacques Cluzaud","Pierce Brosnan, Jacques Perrin, Rie Miyazawa, Lancelot Perrin","France, Switzerland, Spain, United States, United Arab Emirates","September 19, 2019",2009,G,84 min,"Documentaries, International Movies",This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.
80190449,Movie,The Endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,"September 19, 2018",2017,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
70259208,TV Show,Transformers: Rescue Bots,,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden, Shannon McKain, Steve Blum, Parvesh Cheena, D.C. Douglas, Imari Williams, LeVar Burton, Diamond White","Canada, United States","September 19, 2018",2016,TV-Y7,1 Season,Kids' TV,"Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders."
80163156,Movie,Jerry Before Seinfeld,Michael Bonfiglio,Jerry Seinfeld,United States,"September 19, 2017",2017,TV-14,62 min,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
80176878,TV Show,Manhunt,,"Sam Worthington, Paul Bettany, Chris Noth, Jeremy Bobb, Ben Weber, Lynn Collins, Brían F. O'Byrne, Keisha Castle-Hughes, Mark Duplass, Elizabeth Reaser, Diesel Madkins",United States,"September 19, 2017",2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","Faced with few clues and an increasingly panicked public, the FBI calls on a new kind of profiler to help track down the infamous Unabomber."
80131281,Movie,"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",,"Karol Modzelewski, Łukasz ""Lotek” Lodkowski",,"September 19, 2016",2016,TV-MA,65 min,Stand-Up Comedy,"Charismatic comedy pals Karol Modzelewski and Łukasz ""Lotek"" Lodkowski bring their mischievous brand of humor to Warsaw's Klub Hybrydy."
80131374,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",,"Katarzyna Piasecka, Rafał Pacześ",,"September 19, 2016",2016,TV-MA,65 min,Stand-Up Comedy,Polish comedians Rafał Pacześ and Katarzyna Piasecka hit the stage at Warsaw's Klub Hybrydy for a night of funny anecdotes and sly jokes.
80131436,Movie,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk",,"September 19, 2016",2016,TV-MA,69 min,Stand-Up Comedy,"Comedians Mariusz Kałamaga, Karol Kopiec and Wiolka Walaszczyk deliver an eclectic and energetic stand-up show at Klub Hybrydy in Warsaw."
80131376,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",,"Rafał Banaś, Michał Leja",,"September 19, 2016",2016,TV-MA,64 min,Stand-Up Comedy,Young Polish comedians Rafał Banaś and Michał Leja present a high-energy stand-up show at Warsaw's Klub Hybrydy.
80131435,Movie,The Best of Rafał Rutkowski Olka Szczęśniak,,"Rafał Rutkowski, Olka Szczęśniak",,"September 19, 2016",2016,TV-MA,63 min,Stand-Up Comedy,"""Recipe for Life"" star Rafał Rutkowski and Comedy Lab's Olka Szczęśniak serve up humorous impressions and wry wit at Warsaw's Klub Hybrydy."
80131375,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",,"Tomasz Jachimek, Jacek Stramik",,"September 19, 2016",2016,TV-MA,63 min,Stand-Up Comedy,"Writer, actor and satirist Tomasz Jachimek teams up with comedian Jacek Stramik for a night of subversive stand-up at Klub Hybrydy in Warsaw."
80149143,Movie,Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom","September 18, 2019",2016,R,112 min,"Dramas, Thrillers","When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption."
81144925,TV Show,When the Camellia Blooms,,"Kong Hyo-jin, Kang Ha-neul, Kim Ji-seok, Oh Jung-se, Yeom Hye-ran, Son Dam-bi, Ji E-su, Go Du-sim",South Korea,"September 18, 2019",2019,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her."
80987075,Movie,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,"September 18, 2018",2018,TV-14,103 min,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system."
80192815,Movie,Barbie Dolphin Magic,Conrad Helten,"Erica Lindbeck, Shannon Chan-Kent, Kazumi Evans, Claire Corlett, Ciana Swales, Adrian Petriw, Maryke Hendrikse, Paul Dobson, Garry Chalk",United States,"September 18, 2017",2017,TV-G,64 min,Children & Family Movies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend."
80136785,TV Show,Forget Me Not,,,United Kingdom,"September 18, 2017",2011,TV-MA,1 Season,"International TV Shows, TV Dramas","Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?"
80135278,TV Show,The Beat,,"Henley Hii, Yise Loo, Aric Ho, Tiffany Leong, Issac Dang, Christy Yow",,"September 18, 2017",2012,TV-PG,1 Season,"International TV Shows, TV Dramas","The artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group."
80136452,TV Show,Timeless Season,,"Loo Aye Keng, Chen Ke Mei, Hady, Hishiko Woo, Jiang Pei Pei, Steve Yap",,"September 18, 2017",2009,TV-14,1 Season,"International TV Shows, TV Dramas","A decade after college, a wake reunites five female friends struggling with illness, infidelity, toxic in-laws, spousal abuse and other life issues."
80066798,Movie,Keith Richards: Under the Influence,Morgan Neville,Keith Richards,United States,"September 18, 2015",2015,TV-PG,82 min,"Documentaries, Music & Musicals","In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today."
81147293,Movie,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",United States,"September 17, 2019",2019,TV-14,80 min,"Horror Movies, Independent Movies","When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
70178604,TV Show,Ancient Aliens,,Robert Clotworthy,United States,"September 17, 2019",2010,TV-PG,1 Season,"Docuseries, Science & Nature TV","Were ancient humans really behind some of the most important technological advances in civilized history, or did they have extraterrestrial help?"
80991316,Movie,Avengement,Jesse V. Johnson,"Scott Adkins, Craig Fairbrass, Thomas Turgoose, Nick Moran, Kierston Wareing, Mark Strange, Leo Gregory, Luke LaFontaine, Beau Fowler, Dan Styles",United Kingdom,"September 17, 2019",2019,TV-MA,88 min,Action & Adventure,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer."
80190588,Movie,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,Clive Davis,United States,"September 17, 2019",2017,TV-14,124 min,"Documentaries, Music & Musicals",This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.
70124316,Movie,Five Elements Ninjas,Cheh Chang,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo, Michael Chan Wai-Man, Pei Hsi Chen, Li Wang, Ke Chu",Hong Kong,"September 17, 2019",1982,R,104 min,"Action & Adventure, International Movies","When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge."
70229037,Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,Sebastian Maniscalco,United States,"September 17, 2019",2012,TV-14,76 min,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special."
80219119,TV Show,The Last Kids on Earth,,"Nick Wolfhard, Charles Demers, Garland Whitt, Montse Hernandez, Brian Drummond, Giles Panton, Keith David",United States,"September 17, 2019",2019,TV-Y7-FV,1 Season,"Kids' TV, TV Comedies","When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos."
80037280,Movie,The Witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Bathsheba Garnett, Sarah Stephens, Julian Richings, Wahab Chaudhry","United Kingdom, Canada, United States","September 17, 2018",2015,R,92 min,"Horror Movies, Independent Movies","Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid."
80165072,TV Show,Click for Murder,,Donal MacIntyre,United Kingdom,"September 17, 2017",2017,TV-14,1 Season,"British TV Shows, Crime TV Shows, Docuseries",Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.
80058248,Movie,I Am Wrath,Chuck Russell,"John Travolta, Christopher Meloni, Amanda Schull, Sam Trammell, Patrick St. Esprit, Rebecca De Mornay, Asante Jones, Paul Sloan, Luis Da Silva Jr., Jordan Whalen",United States,"September 16, 2019",2016,R,91 min,"Action & Adventure, Dramas","Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians."
70307661,Movie,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",United States,"September 16, 2018",2014,R,93 min,"Horror Movies, Thrillers",A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.
70117312,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan","September 16, 2018",2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
80092885,Movie,ARQ,Tony Elliott,"Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell, Jacob Neayem, Adam Butcher, Tantoo Cardinal","Canada, United States","September 16, 2016",2016,TV-MA,89 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity."
80108371,Movie,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,United States,"September 16, 2016",2016,TV-MA,60 min,Stand-Up Comedy,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."""
70129452,Movie,Louis C.K.: Hilarious,Louis C.K.,Louis C.K.,United States,"September 16, 2016",2010,,84 min,Movies,"Emmy-winning comedy writer Louis C.K. brings his caustic wit to Milwaukee, offering up his unique and uncensored take on sex, parenting and more."
80045805,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,"Jeremy Coon, Tim Skousen",,United States,"September 16, 2016",2015,NR,93 min,Documentaries,"Three childhood friends attempt to finish the pet project they've worked on for over 30 years: re-creating ""Raiders of the Lost Ark"" shot for shot."
80101827,Movie,The White Helmets,Orlando von Einsiedel,,United Kingdom,"September 16, 2016",2016,TV-14,41 min,Documentaries,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble."
70251519,TV Show,America's Book of Secrets,,Jonathan Adams,United States,"September 15, 2019",2014,TV-14,1 Season,Docuseries,"This engaging documentary series shares the surprising backstories of familiar institutions like the Pentagon, West Point and the Playboy Mansion."
81174992,TV Show,Bakugan: Battle Planet,,"Jonah Wineberg, Deven Christian Mack, Margarita Valderrama, Ticoon Kim, Jason Deline, Will Bowes","Japan, Canada, South Korea","September 15, 2019",2018,TV-PG,1 Season,"Anime Series, Kids' TV",Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.
81044365,TV Show,Cold Case Files,,,United States,"September 15, 2019",2017,TV-14,1 Season,"Crime TV Shows, Docuseries",Masterful detectives utilize forensic science and criminal psychology to re-examine long-standing cases.
81030342,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,Los Tigres del Norte,United States,"September 15, 2019",2019,TV-PG,64 min,"Documentaries, International Movies, Music & Musicals",The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
70143865,TV Show,Pawn Stars,,"Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell",United States,"September 15, 2019",2010,TV-PG,1 Season,Reality TV,"Father Richard Harrison, son Rick and grandson Corey appraise an array of strange objects brought into their Gold & Silver Pawn Shop in Las Vegas."
70054723,Movie,Steal a Pencil for Me,Michèle Ohayon,"Jack Polak, Ina Soep",United States,"September 15, 2019",2006,TV-14,94 min,Documentaries,This moving documentary chronicles the unshakeable romance between a couple who met and fell in love while imprisoned in a Nazi concentration camp.
81069393,TV Show,Surviving R. Kelly,,R. Kelly,United States,"September 15, 2019",2019,TV-MA,1 Season,Docuseries,"In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse."
80012550,TV Show,The Curse of Oak Island,,Robert Clotworthy,United States,"September 15, 2019",2014,TV-PG,1 Season,Docuseries,"On an ominous island off of Nova Scotia, two brothers chase historical theories on a quest for enigmatic treasure."
81131761,Movie,The Outsider,Timothy Woodward Jr.,"Jon Foo, Trace Adkins, Sean Patrick Flanery, Kaiwi Lyman, Nelli Tsay, Danny Trejo, Mitchell L. Johnson, Philip V. Bruenn",United States,"September 15, 2019",2019,TV-MA,86 min,Movies,A frontier sheriff tries to protect his sadistic son from a Chinese railroad worker hellbent on revenge.
81176196,TV Show,The Rap Game,,Jermaine Dupri,United States,"September 15, 2019",2016,TV-14,1 Season,Reality TV,Young lyricists between the ages of 12 and 16 compete for a chance to sign to Jermaine Dupri's label while being mentored by hip-hop and R&B's finest.
70143831,TV Show,The Universe,,Erik Thompson,United States,"September 15, 2019",2009,TV-PG,1 Season,"Docuseries, Science & Nature TV","Discover the secrets of the universe in this series that pairs animation with insights on distant planets, black holes and other celestial marvels."
81003648,TV Show,Al Hayba,,"Taim Hasan, Nadine Nassib Njeim, Abdo Chahine, Oweiss Mkhallalati, Mona Wassef",Lebanon,"September 15, 2018",2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love."
81016326,Movie,Arisan 2,Nia Dinata,"Surya Saputra, Cut Mini Theo, Tora Sudiro",Indonesia,"September 15, 2018",2011,TV-14,113 min,"Comedies, Dramas, International Movies","A group of friends reunites for a vacation amid nature, where they laugh about their shared history and bond over difficult truths."
80241102,TV Show,Cabins in the Wild with Dick Strawbridge,,"Dick Strawbridge, William Hardie",United Kingdom,"September 15, 2018",2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV","Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own."
80227777,Movie,Cardboard Gangsters,Mark O'Connor,"John Connors, Fionn Walton, Kierston Wareing, Paul Alwright, Ryan Lincoln, Jimmy Smallhorne, Toni O'Rourke, Fionna Hewitt-Twamley, Stephen Clinch, Ciaran McCabe",Ireland,"September 15, 2018",2016,TV-MA,92 min,"Dramas, International Movies","A low-level drug dealer decides to move up the ranks of the illegal narcotics trade in Darndale, Dublin, putting him and his gang on a violent path."
81018233,Movie,Eeda,Ajithkumar,"Shane Nigaam, Nimisha Sajayan, Manikandan R. Achari, Alencier Ley Lopez, Sujith Sankar, P. Balachandran, Sudhi Koppa",India,"September 15, 2018",2018,TV-14,153 min,"Dramas, International Movies, Romantic Movies",Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.
81016317,Movie,Galih dan Ratna,Lucky Kuswandi,"Refal Hady, Sheryl Sheinafia, Ayu Dyah Pasha, Joko Anwar, Hengky Tarnando, Marissa Anita, Sari Koeswoyo",Indonesia,"September 15, 2018",2017,TV-PG,111 min,"Dramas, International Movies, Romantic Movies",Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.
81016337,Movie,Gie,Riri Riza,"Nicholas Saputra, Sita Nursanti, Lukman Sardi, Indra Birowo, Wulan Guritno, Thomas Nawilis, Tutie Kirana, Robby Tumewu, Jonathan Mulia",Indonesia,"September 15, 2018",2005,TV-14,141 min,"Dramas, International Movies",Indonesian activist Soe Hok Gie experiences a political awakening during the tumultuous regimes of Suharto and Sukarno. Inspired by true events.
81018234,Movie,​Goli Soda 2,Vijay Milton,"Samuthirakani, Bharath Seeni, Vinoth, Esakki Barath, Chemban Vinod Jose, Gautham Menon, Krisha Kurup, Subiksha",India,"September 15, 2018",2018,TV-MA,128 min,"Action & Adventure, Dramas, International Movies","A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers."
80241103,TV Show,How to Live Mortgage Free with Sarah Beeny,,,,"September 15, 2018",2018,TV-14,1 Season,"British TV Shows, International TV Shows, Reality TV",Real estate expert and TV presenter Sarah Beeny meets with clever property owners who share their colorful stories about living mortgage free.
80240816,TV Show,Inside The Freemasons,,,United Kingdom,"September 15, 2018",2017,TV-14,1 Season,"British TV Shows, Docuseries, International TV Shows","Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition."
81018241,Movie,Jugaad,Susannah Heath-Eves,,,"September 15, 2018",2017,TV-14,52 min,Documentaries,"Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents."
81018235,Movie,​Maj Rati ​​Keteki,Santwana Bardoloi,"Adil Hussain, Shakil Imtiaz, Mahendra Rabha, Sulakshana Baruah, Rahul Gautam Sarma, Kulada Bhattacharjya, Indu Mohan Das, Moumita Talukdar",India,"September 15, 2018",2017,TV-14,117 min,"Dramas, International Movies","A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks."
81018236,Movie,​Mayurakshi,Atanu Ghosh,"Soumitra Chatterjee, Prasenjit Chatterjee, Indrani Haldar, Sudipta Chakraborty, Suman Banerjee, Gargi Roychowdhury",India,"September 15, 2018",2017,TV-14,100 min,"Dramas, International Movies","When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them."
81018237,Movie,Red Oleanders Raktokarobi,Amitava Bhattacharya,"Shantilal Mukherjee, Mumtaz Sorcar, Rahul, Koushik Sen, Rajesh Sharma, Debdut Ghosh, Anindya Banerjee, Amitabha Bhattacharjee, Usashi Chakraborty, Dipankar Dey",India,"September 15, 2018",2017,TV-14,112 min,"Dramas, International Movies","When a theater group stages a production of a Rabindranath Tagore play, they begin to notice parallels between the story and their own lives."
81018238,Movie,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,"September 15, 2018",2017,TV-MA,110 min,"Dramas, International Movies","On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years."
81016339,Movie,The Secret,"Raffi Ahmad, Arie Azis","Nagita Slavina, Raffi Ahmad, Marshanda, Roy Marten, Kanaya Gleadys, Kartika Putri, Tyas Mirasih, Wika Salim",,"September 15, 2018",2018,TV-MA,98 min,"Horror Movies, International Movies","Learning that her father has married a woman her own age, Kanaya leaves home, only to get into an accident that lands her in a haunted hospital."
80067522,Movie,First They Killed My Father,Angelina Jolie,"Sreymoch Sareum, Kompheak Phoeung, Socheata Sveng, Dara Heng, Sothea Khoun, Sreyneang Oun, Kimhak Mun, Chenda Run, Nika Sarun, Nita Sarun","Cambodia, United States","September 15, 2017",2017,TV-MA,137 min,Dramas,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.
80192149,Movie,Gagarin: First in Space,Pavel Parkhomenko,"Yaroslav Zhalnin, Mikhail Filippov, Olga Ivanova, Vadim Michman, Vladimir Steklov, Viktor Proskurin, Nadezhda Markina, Daniil Vorobyov",Russia,"September 15, 2017",2013,TV-14,108 min,"Dramas, International Movies",This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.
80142637,Movie,Janaan,Azfar Jafri,"Armeena Rana Khan, Bilal Ashraf, Ali Rehman Khan, Hania Aamir, Usman Mukhtar, Nayyar Ejaz",Pakistan,"September 15, 2017",2016,TV-14,132 min,"Comedies, Dramas, International Movies","After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin."
80192014,Movie,Larceny,R. Ellis Frazier,"Dolph Lundgren, Corbin Bernsen, Louis Mandylor, Isaac C. Singleton Jr., Jocelyn Osorio, Eddie J. Fernandez, David Fernandez Jr., Mauricio Mendoza, Steven Dell, Luis Gatica","United States, Mexico","September 15, 2017",2017,TV-14,87 min,Action & Adventure,An ex-CIA contractor turned thief is forced to head a CIA gambit to infiltrate a black ops Mexican prison and steal $50 million in drug cartel money.
